customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15634602,619,France,Female,42,2,0,1,1,1,101348.88,1
15647311,608,Spain,Female,41,1,83807.86,1,0,1,112542.58,0
15619304,502,France,Female,42,8,159660.8,3,1,0,113931.57,1
15701354,699,France,Female,39,1,0,2,0,0,93826.63,0
15737888,850,Spain,Female,43,2,125510.82,1,1,1,79084.1,0
15574012,645,Spain,Male,44,8,113755.78,2,1,0,149756.71,1
15592531,822,France,Male,50,7,0,2,1,1,10062.8,0
15656148,376,Germany,Female,29,4,115046.74,4,1,0,119346.88,1
15792365,501,France,Male,44,4,142051.07,2,0,1,74940.5,0
15592389,684,France,Male,27,2,134603.88,1,1,1,71725.73,0
15767821,528,France,Male,31,6,102016.72,2,0,0,80181.12,0
15737173,497,Spain,Male,24,3,0,2,1,0,76390.01,0
15632264,476,France,Female,34,10,0,2,1,0,26260.98,0
15691483,549,France,Female,25,5,0,2,0,0,190857.79,0
15600882,635,Spain,Female,35,7,0,2,1,1,65951.65,0
15643966,616,Germany,Male,45,3,143129.41,2,0,1,64327.26,0
15737452,653,Germany,Male,58,1,132602.88,1,1,0,5097.67,1
15788218,549,Spain,Female,24,9,0,2,1,1,14406.41,0
15661507,587,Spain,Male,45,6,0,1,0,0,158684.81,0
15568982,726,France,Female,24,6,0,2,1,1,54724.03,0
15577657,732,France,Male,41,8,0,2,1,1,170886.17,0
15597945,636,Spain,Female,32,8,0,2,1,0,138555.46,0
15699309,510,Spain,Female,38,4,0,1,1,0,118913.53,1
15725737,669,France,Male,46,3,0,2,0,1,8487.75,0
15625047,846,France,Female,38,5,0,1,1,1,187616.16,0
15738191,577,France,Male,25,3,0,2,0,1,124508.29,0
15736816,756,Germany,Male,36,2,136815.64,1,1,1,170041.95,0
15700772,571,France,Male,44,9,0,2,0,0,38433.35,0
15728693,574,Germany,Female,43,3,141349.43,1,1,1,100187.43,0
15656300,411,France,Male,29,0,59697.17,2,1,1,53483.21,0
15589475,591,Spain,Female,39,3,0,3,1,0,140469.38,1
15706552,533,France,Male,36,7,85311.7,1,0,1,156731.91,0
15750181,553,Germany,Male,41,9,110112.54,2,0,0,81898.81,0
15659428,520,Spain,Female,42,6,0,2,1,1,34410.55,0
15732963,722,Spain,Female,29,9,0,2,1,1,142033.07,0
15794171,475,France,Female,45,0,134264.04,1,1,0,27822.99,1
15788448,490,Spain,Male,31,3,145260.23,1,0,1,114066.77,0
15729599,804,Spain,Male,33,7,76548.6,1,0,1,98453.45,0
15717426,850,France,Male,36,7,0,1,1,1,40812.9,0
15585768,582,Germany,Male,41,6,70349.48,2,0,1,178074.04,0
15619360,472,Spain,Male,40,4,0,1,1,0,70154.22,0
15738148,465,France,Female,51,8,122522.32,1,0,0,181297.65,1
15687946,556,France,Female,61,2,117419.35,1,1,1,94153.83,0
15755196,834,France,Female,49,2,131394.56,1,0,0,194365.76,1
15684171,660,Spain,Female,61,5,155931.11,1,1,1,158338.39,0
15754849,776,Germany,Female,32,4,109421.13,2,1,1,126517.46,0
15602280,829,Germany,Female,27,9,112045.67,1,1,1,119708.21,1
15771573,637,Germany,Female,39,9,137843.8,1,1,1,117622.8,1
15766205,550,Germany,Male,38,2,103391.38,1,0,1,90878.13,0
15771873,776,Germany,Female,37,2,103769.22,2,1,0,194099.12,0
15616550,698,Germany,Male,44,10,116363.37,2,1,0,198059.16,0
15768193,585,Germany,Male,36,5,146050.97,2,0,0,86424.57,0
15683553,788,France,Female,33,5,0,2,0,0,116978.19,0
15702298,655,Germany,Male,41,8,125561.97,1,0,0,164040.94,1
15569590,601,Germany,Male,42,1,98495.72,1,1,0,40014.76,1
15760861,619,France,Male,43,1,125211.92,1,1,1,113410.49,0
15630053,656,France,Male,45,5,127864.4,1,1,0,87107.57,0
15647091,725,Germany,Male,19,0,75888.2,1,0,0,45613.75,0
15623944,511,Spain,Female,66,4,0,1,1,0,1643.11,1
15804771,614,France,Male,51,4,40685.92,1,1,1,46775.28,0
15651280,742,Germany,Male,35,5,136857,1,0,0,84509.57,0
15773469,687,Germany,Female,27,9,152328.88,2,0,0,126494.82,0
15702014,555,Spain,Male,33,1,56084.69,2,0,0,178798.13,0
15751208,684,Spain,Male,56,8,78707.16,1,1,1,99398.36,0
15592461,603,Germany,Male,26,4,109166.37,1,1,1,92840.67,0
15789484,751,Germany,Female,36,6,169831.46,2,1,1,27758.36,0
15696061,581,Germany,Female,34,1,101633.04,1,1,0,110431.51,0
15641582,735,Germany,Male,43,10,123180.01,2,1,1,196673.28,0
15638424,661,Germany,Female,35,5,150725.53,2,0,1,113656.85,0
15755648,675,France,Female,21,8,98373.26,1,1,0,18203,0
15703793,738,Germany,Male,58,2,133745.44,4,1,0,28373.86,1
15620344,813,France,Male,29,6,0,1,1,0,33953.87,0
15812518,657,Spain,Female,37,0,163607.18,1,0,1,44203.55,0
15779052,604,Germany,Female,25,5,157780.84,2,1,1,58426.81,0
15770811,519,France,Male,36,9,0,2,0,1,145562.4,0
15780961,735,France,Female,21,1,178718.19,2,1,0,22388,0
15614049,664,France,Male,55,8,0,2,1,1,139161.64,0
15662085,678,France,Female,32,9,0,1,1,1,148210.64,0
15575185,757,Spain,Male,33,5,77253.22,1,0,1,194239.63,0
15803136,416,Germany,Female,41,10,122189.66,2,1,0,98301.61,0
15706021,665,France,Female,34,1,96645.54,2,0,0,171413.66,0
15663706,777,France,Female,32,2,0,1,1,0,136458.19,1
15641732,543,France,Female,36,3,0,2,0,0,26019.59,0
15701164,506,France,Female,34,4,90307.62,1,1,1,159235.29,0
15738751,493,France,Female,46,4,0,2,1,0,1907.66,0
15805254,652,Spain,Female,75,10,0,2,1,1,114675.75,0
15762418,750,Spain,Male,22,3,121681.82,1,1,0,128643.35,1
15625759,729,France,Male,30,9,0,2,1,0,151869.35,0
15622897,646,France,Female,46,4,0,3,1,0,93251.42,1
15767954,635,Germany,Female,28,3,81623.67,2,1,1,156791.36,0
15757535,647,Spain,Female,44,5,0,3,1,1,174205.22,1
15731511,808,France,Male,45,7,118626.55,2,1,0,147132.46,0
15809248,524,France,Female,36,10,0,2,1,0,109614.57,0
15640635,769,France,Male,29,8,0,2,1,1,172290.61,0
15676966,730,Spain,Male,42,4,0,2,0,1,85982.47,0
15699461,515,Spain,Male,35,10,176273.95,1,0,1,121277.78,0
15738721,773,Spain,Male,41,9,102827.44,1,0,1,64595.25,0
15693683,814,Germany,Male,29,8,97086.4,2,1,1,197276.13,0
15604348,710,Spain,Male,22,8,0,2,0,0,99645.04,0
15633059,413,France,Male,34,9,0,2,0,0,6534.18,0
15808582,665,France,Female,40,6,0,1,1,1,161848.03,0
15743192,623,France,Female,44,6,0,2,0,0,167162.43,0
15580146,738,France,Male,31,9,82674.15,1,1,0,41970.72,0
15776605,528,Spain,Male,36,7,0,2,1,0,60536.56,0
15804919,670,Spain,Female,65,1,0,1,1,1,177655.68,1
15613854,622,Spain,Female,46,4,107073.27,2,1,1,30984.59,1
15599195,582,Germany,Male,32,1,88938.62,1,1,1,10054.53,0
15812878,785,Germany,Female,36,2,99806.85,1,0,1,36976.52,0
15602312,605,Spain,Male,33,5,150092.8,1,0,0,71862.79,0
15744689,479,Germany,Male,35,9,92833.89,1,1,0,99449.86,1
15803526,685,Germany,Male,30,3,90536.81,1,0,1,63082.88,0
15665790,538,Germany,Male,39,7,108055.1,2,1,0,27231.26,0
15715951,562,France,Male,42,2,100238.35,1,0,0,86797.41,0
15591100,675,Spain,Male,36,9,106190.55,1,0,1,22994.32,0
15609618,721,Germany,Male,28,9,154475.54,2,0,1,101300.94,1
15675522,628,Germany,Female,30,9,132351.29,2,1,1,74169.13,0
15705512,668,Germany,Female,37,6,167864.4,1,1,0,115638.29,0
15698028,506,France,Female,41,1,0,2,1,0,31766.3,0
15661670,524,Germany,Female,31,8,107818.63,1,1,0,199725.39,1
15600781,699,Germany,Male,34,4,185173.81,2,1,0,120834.48,0
15682472,828,France,Male,34,8,129433.34,2,0,0,38131.77,0
15580203,674,Spain,Male,39,6,120193.42,1,0,0,100130.95,0
15690673,656,France,Female,39,6,0,2,1,0,141069.88,0
15760085,684,Germany,Female,48,10,126384.42,1,1,1,198129.36,0
15779659,625,France,Female,28,3,0,1,0,0,183646.41,0
15627360,432,France,Male,42,9,152603.45,1,1,0,110265.24,1
15671137,549,France,Female,52,1,0,1,0,1,8636.05,1
15782688,625,Germany,Male,56,0,148507.24,1,1,0,46824.08,1
15575492,828,France,Female,41,7,0,2,1,0,171378.77,0
15591607,770,France,Male,24,9,101827.07,1,1,0,167256.35,0
15740404,758,France,Female,34,3,0,2,1,1,124226.16,0
15718369,795,Germany,Female,33,9,130862.43,1,1,1,114935.21,0
15677871,687,France,Male,38,9,122570.87,1,1,1,35608.88,0
15642004,686,France,Male,25,1,0,2,0,1,16459.37,0
15712543,789,Germany,Male,39,7,124828.46,2,1,1,124411.08,0
15584518,589,Germany,Female,50,5,144895.05,2,1,1,34941.23,0
15802381,461,Germany,Female,34,5,63663.93,1,0,1,167784.28,0
15610156,637,France,Male,40,2,133463.1,1,0,1,93165.34,0
15594408,584,Spain,Female,48,2,213146.2,1,1,0,75161.25,1
15640905,579,Spain,Female,35,1,129490.36,2,0,1,8590.83,1
15698932,756,Germany,Male,44,10,137452.09,1,1,0,189543.9,0
15724944,663,France,Male,34,7,0,2,1,1,180427.24,0
15628145,682,France,Female,43,5,125851.93,1,1,1,193318.33,0
15713483,793,Spain,Male,52,2,0,1,1,0,159123.82,1
15612350,691,France,Female,31,5,40915.55,1,1,0,126213.84,1
15800703,485,Spain,Female,21,5,113157.22,1,1,1,54141.5,0
15705707,635,Spain,Female,29,8,138296.94,2,1,0,141075.51,0
15754105,650,France,Male,37,5,106967.18,1,0,0,24495.03,0
15703264,735,France,Male,44,9,120681.63,1,1,0,74836.34,0
15794413,416,France,Male,32,0,0,2,0,1,878.87,0
15650237,754,Spain,Female,32,7,0,2,1,0,89520.75,0
15759618,535,France,Female,48,9,0,1,1,0,149892.79,1
15811589,716,Spain,Male,42,8,0,2,1,0,180800.42,0
15689044,539,France,Male,37,2,127609.59,1,1,0,98646.22,0
15709368,614,France,Female,43,6,0,2,1,1,109041.53,0
15679145,706,Spain,Male,57,7,0,1,1,0,17941.16,1
15655007,758,France,Female,33,7,0,2,0,0,82996.47,0
15623595,586,Spain,Female,28,2,0,2,1,1,92067.35,0
15589975,646,France,Female,73,6,97259.25,1,0,1,104719.66,0
15804017,631,Germany,Female,33,4,123246.7,1,0,0,112687.57,0
15692132,717,Spain,Female,22,6,101060.25,1,0,1,84699.56,0
15641122,684,France,Male,30,2,0,2,1,0,83473.82,0
15630910,800,France,Female,49,7,108007.36,1,0,0,47125.11,0
15680772,721,Spain,Female,36,2,0,2,1,1,106977.8,0
15658929,683,Spain,Male,29,0,133702.89,1,1,0,55582.54,1
15585388,660,Germany,Male,31,9,125189.75,2,1,1,139874.43,0
15724623,704,Germany,Female,24,7,113034.22,1,1,0,162503.48,1
15588537,615,Spain,Female,41,9,109013.23,1,1,0,196499.96,0
15574692,667,Spain,Female,39,2,0,2,1,0,40721.24,1
15611325,682,Germany,Male,24,9,57929.81,2,0,0,53134.3,0
15587562,484,France,Female,29,4,130114.39,1,1,0,164017.89,0
15613172,628,Germany,Male,27,5,95826.49,2,1,0,155996.96,0
15651022,480,Germany,Male,44,10,129608.57,1,1,0,5472.7,1
15586310,578,France,Male,30,4,169462.09,1,1,0,112187.11,0
15625524,512,France,Male,40,5,0,2,1,1,146457.83,0
15755209,484,Spain,Female,35,7,133868.21,1,1,1,27286.1,0
15645248,510,France,Female,30,0,0,2,1,1,130553.47,0
15790355,606,Germany,Male,36,5,190479.48,2,0,0,179351.89,0
15762615,597,Spain,Female,40,8,101993.12,1,0,1,94774.12,0
15625426,754,Germany,Female,55,3,161608.81,1,1,0,8080.85,1
15716334,850,Spain,Female,45,2,122311.21,1,1,1,19482.5,0
15789669,510,France,Male,65,2,0,2,1,1,48071.61,0
15621075,778,Germany,Female,45,1,162150.42,2,1,0,174531.27,0
15810845,636,France,Male,42,2,0,2,1,1,55470.78,0
15719377,804,France,Female,50,4,0,1,1,1,8546.87,1
15654506,514,France,Male,32,8,0,2,1,0,95857.18,0
15771977,730,France,Female,39,1,99010.67,1,1,0,194945.8,0
15708710,525,Spain,Female,37,0,0,1,0,1,131521.72,0
15726676,616,Spain,Male,30,5,0,2,0,1,196108.51,0
15587421,687,Germany,Female,34,7,111388.18,2,1,0,148564.76,0
15726931,715,France,Female,41,8,56214.85,2,0,0,92982.61,1
15771086,512,France,Female,36,3,84327.77,2,1,0,17675.36,0
15756850,479,France,Male,40,1,0,2,0,0,114996.43,0
15702741,601,France,Male,32,8,93012.89,1,1,0,86957.42,0
15679200,580,Spain,Male,29,9,61710.44,2,1,0,128077.8,0
15594815,807,France,Male,35,3,174790.15,1,1,1,600.36,0
15635905,616,Spain,Female,32,6,0,2,1,1,43001.46,0
15777892,721,Germany,Male,37,3,107720.64,1,1,1,158591.12,0
15656176,501,France,Male,57,10,0,2,1,1,47847.19,0
15811127,521,France,Male,35,6,96423.84,1,1,0,10488.44,0
15604482,850,Spain,Male,30,2,141040.01,1,1,1,5978.2,0
15622911,759,France,Male,42,4,105420.18,1,0,1,121409.06,0
15600974,516,Spain,Male,50,5,0,1,0,1,146145.93,1
15727868,711,France,Female,38,2,129022.06,2,1,1,14374.86,1
15627801,512,Spain,Male,33,3,176666.62,1,1,0,94670.77,0
15773039,550,France,Male,37,3,0,1,1,1,179670.31,0
15755262,608,Spain,Female,41,3,89763.84,1,0,0,199304.74,1
15679531,618,France,Male,34,5,134954.53,1,1,1,151954.39,0
15684181,643,France,Male,45,5,0,1,1,0,142513.5,1
15612087,671,France,Male,45,2,106376.85,1,0,1,158264.62,0
15752047,689,Germany,Male,33,2,161814.64,2,1,0,169381.9,0
15624592,603,France,Male,31,8,0,2,1,1,169915.02,0
15573152,620,France,Female,41,9,0,2,0,0,88852.47,0
15594917,676,France,Female,34,1,63095.01,1,1,1,40645.81,0
15785542,572,Germany,Male,26,4,118287.01,2,0,0,60427.3,0
15723488,668,Germany,Male,47,7,106854.21,1,0,1,157959.02,1
15680920,695,France,Male,46,7,49512.55,1,1,0,133007.34,0
15786308,730,Spain,Female,33,9,0,2,0,0,176576.62,0
15659366,807,France,Male,43,1,105799.32,2,1,0,34888.04,1
15774854,592,France,Male,54,8,0,1,1,1,28737.71,1
15725311,726,France,Female,31,9,114722.05,2,1,1,98178.57,0
15787155,514,Spain,Male,30,7,0,1,0,1,125010.24,0
15727829,567,France,Male,42,2,0,2,1,1,167984.61,0
15733247,850,France,Male,33,10,0,1,1,0,4861.72,1
15568748,671,Germany,Male,45,6,99564.22,1,1,1,108872.45,1
15699029,670,France,Male,37,4,170557.91,2,1,0,198252.88,0
15774393,694,France,Female,30,9,0,2,1,1,26960.31,0
15676895,547,Germany,Female,39,6,74596.15,3,1,1,85746.52,1
15637753,751,Germany,Male,50,2,96888.39,1,1,0,77206.25,1
15605461,594,Germany,Female,29,3,130830.22,1,1,0,61048.53,0
15808473,673,France,Male,72,1,0,2,0,1,111981.19,0
15627000,610,France,Male,40,0,0,2,1,0,62232.6,0
15787174,512,France,Female,37,1,0,2,0,1,156105.03,0
15723886,767,Germany,Male,20,3,119714.25,2,0,1,150135.38,0
15704769,585,France,Female,67,5,113978.97,2,0,1,93146.11,0
15772896,763,Germany,Male,42,6,100160.75,1,1,0,33462.94,1
15711540,712,France,Female,29,2,0,1,1,1,144375,0
15764866,539,Germany,Female,43,3,116220.5,3,1,0,55803.96,1
15794056,668,France,Female,46,2,0,3,1,0,89048.46,1
15795149,703,France,Male,28,2,81173.83,2,0,1,162812.16,0
15812009,662,Spain,Male,38,4,0,2,1,0,136259.65,0
15651001,725,Germany,Female,39,5,116803.8,1,1,0,124052.97,0
15813844,703,France,Male,37,8,105961.68,2,0,1,74158.8,0
15596175,659,Germany,Male,67,6,117411.6,1,1,1,45071.09,1
15576269,523,Spain,Male,34,7,0,2,1,0,62030.06,0
15797219,635,France,Female,40,10,123497.58,1,1,0,131953.23,1
15685500,772,Germany,Male,26,7,152400.51,2,1,0,79414,0
15599792,545,France,Female,26,1,0,2,1,1,199638.56,0
15657566,634,Germany,Male,24,8,103097.85,1,1,1,157577.29,0
15772423,739,Germany,Male,54,8,126418.14,1,1,0,134420.75,1
15628112,771,Germany,Female,36,5,77846.9,1,0,0,99805.99,0
15753754,587,Spain,Female,34,1,0,2,1,1,97932.68,0
15793726,681,France,Female,79,0,0,2,0,1,170968.99,0
15694717,544,Germany,Male,37,2,79731.91,1,1,1,57558.95,0
15665834,696,Spain,Male,28,8,0,1,0,0,176713.47,0
15765297,766,Spain,Male,41,0,0,2,0,1,34283.23,0
15636684,727,France,Male,34,10,0,2,1,1,198637.34,0
15592979,671,Germany,Female,34,6,37266.67,2,0,0,156917.12,0
15750803,693,France,Female,30,6,127992.25,1,1,1,50457.2,0
15607178,850,Germany,Male,38,3,54901.01,1,1,1,140075.55,0
15713853,732,Germany,Male,42,9,108748.08,2,1,1,65323.11,0
15673481,726,Spain,Female,48,6,99906.19,1,1,0,64323.24,0
15686776,557,France,Female,32,6,184686.41,2,1,0,14956.44,0
15673693,682,France,Female,26,0,110654.02,1,0,1,111879.21,0
15700696,738,Spain,Male,31,9,79019.8,1,1,1,18606.23,0
15813163,531,Spain,Female,36,9,99240.51,1,1,0,123137.01,0
15653857,498,France,Male,34,2,0,2,1,1,148528.24,0
15777076,651,France,Male,36,7,0,2,1,0,13898.31,0
15717398,549,Spain,Female,39,7,0,1,0,0,81259.25,1
