customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15799217,791,Germany,Female,35,7,52436.2,1,1,0,161051.75,0
15787071,650,Spain,Male,41,9,0,2,0,1,191599.67,0
15619955,733,Germany,Male,34,3,100337.96,3,1,0,48559.19,1
15796505,811,Germany,Female,34,1,149297.19,2,1,1,186339.74,0
15725166,707,France,Male,30,8,0,2,1,0,33159.37,0
15800116,712,Germany,Male,28,4,145605.44,1,0,1,93883.53,0
15758685,706,Spain,Female,37,7,0,2,1,1,110899.3,0
15694456,756,France,Male,62,3,0,1,1,1,11199.04,1
15767339,777,France,Female,53,10,0,2,1,0,189992.97,0
15683562,646,France,Male,35,6,84026.86,1,0,1,164255.69,0
15782210,714,France,Male,46,1,0,1,1,0,152167.79,1
15668893,782,France,Male,39,8,0,2,1,1,33949.67,0
15669169,775,Spain,Male,29,10,0,2,1,1,68143.93,0
15643024,479,Germany,Male,35,4,138718.92,1,1,1,47251.79,1
15699389,807,France,Male,42,7,118274.71,1,1,1,25885.72,0
15708608,799,France,Female,22,8,174185.98,2,0,1,192633.85,0
15626144,675,France,Male,40,7,113208.86,2,1,0,34577.36,0
15573112,602,Spain,Male,29,5,103907.28,1,1,0,161229.84,0
15790678,475,France,Female,32,8,119023.28,1,1,0,100816.29,0
15727556,744,Spain,Female,26,5,166297.89,1,1,1,181694.44,0
15697307,588,Spain,Male,34,10,0,2,1,0,79078.91,0
15652266,703,Germany,Male,42,9,63227,1,0,1,137316.32,0
15607098,747,Spain,Female,41,5,94521.17,2,1,0,194926.86,0
15655774,583,France,Male,27,7,0,2,1,0,51285.49,0
15590241,750,Spain,Female,34,9,112822.26,1,0,0,150401.53,1
15785819,681,France,Male,38,3,0,2,1,1,112491.96,0
15723654,773,France,Male,25,2,135903.33,1,1,0,73656.38,0
15774510,714,France,Female,31,4,125169.26,1,1,1,106636.89,0
15684173,687,Spain,Female,44,7,0,3,1,0,155853.52,1
15650068,511,France,Male,58,0,149117.31,1,1,1,162599.51,0
15811490,627,France,Male,33,5,0,2,1,1,103737.82,0
15803976,694,France,Female,31,10,0,2,1,0,160990.27,0
15682541,616,Spain,Female,36,6,132311.71,1,0,0,15462.84,0
15695699,687,France,Male,35,8,0,2,1,0,10334.05,0
15624188,712,France,Female,33,6,0,2,1,1,190686.16,0
15812191,553,France,Male,33,4,118082.89,1,0,0,94440.45,0
15636673,667,France,Male,31,1,119266.69,1,1,1,28257.63,0
15594898,731,France,Male,43,2,0,1,1,1,170034.95,1
15660211,629,Germany,Male,35,7,156847.29,2,1,0,31824.29,0
15773972,614,France,Male,50,4,137104.47,1,1,0,127166.49,1
15746726,438,Germany,Male,31,8,78398.69,1,1,0,44937.01,0
15712287,652,France,Female,80,4,0,2,1,1,188603.07,0
15702919,729,Germany,Male,30,6,63669.42,1,1,0,145111.37,0
15674398,642,France,Male,38,3,0,2,0,0,171463.83,0
15797960,806,Germany,Female,59,0,135296.33,1,1,0,182822.5,0
15631868,744,Spain,Male,36,2,153804.44,1,1,1,87213.33,0
15581539,474,Spain,Male,37,3,0,2,0,0,57175.32,0
15662736,559,France,Male,49,2,147069.78,1,1,0,120540.83,1
15666252,706,Spain,Male,42,9,0,2,1,1,28714.34,0
15677512,628,Spain,Female,22,3,0,1,1,0,85426.28,0
15626114,429,France,Male,24,4,95741.75,1,1,0,46170.75,0
15810834,525,Spain,Female,57,2,145965.33,1,1,1,64448.36,0
15678910,680,France,Female,30,8,141441.75,1,1,1,16278.97,0
15694408,749,France,Male,40,1,139290.41,1,1,0,182855.42,1
15585215,763,France,Female,31,4,0,2,0,0,50404.72,0
15682757,734,France,Male,30,3,0,2,1,0,107640.25,0
15736601,716,France,Male,35,4,144428.87,1,1,0,134132.65,0
15601848,594,France,Male,35,2,0,2,1,0,103480.69,0
15736008,644,France,Female,46,9,95441.27,1,1,0,108761.05,1
15669064,671,Germany,Male,35,1,144848.74,1,1,1,179012.3,0
15624528,664,Germany,Male,26,7,116244.14,2,1,1,95145.14,0
15598493,656,France,Male,50,7,0,2,0,1,72143.44,0
15601274,667,Spain,Female,40,1,146502.07,1,1,0,19162.89,0
15702669,663,Germany,Male,44,2,117028.6,2,0,1,144680.18,0
15728669,584,Germany,Female,30,8,112013.81,1,1,0,177772.03,1
15742668,626,Spain,Female,37,6,108269.37,1,1,0,5597.94,0
15697441,485,France,Male,29,7,182123.79,1,1,0,116828.51,1
15740476,659,Germany,Female,32,3,150923.74,2,0,1,174652.51,0
15648064,649,France,Male,33,2,0,2,1,0,2010.98,0
15636624,805,Spain,Female,39,5,165272.13,1,1,0,14109.85,1
15807923,716,Germany,Female,39,10,115301.31,1,1,0,43527.4,1
15745844,642,Germany,Female,40,6,129502.49,2,0,1,86099.23,1
15786170,659,France,Male,31,4,118342.26,1,0,0,161574.19,0
15681081,545,Spain,Female,47,5,0,2,1,1,38970.14,0
15684484,543,France,Male,22,8,0,2,0,0,127587.22,0
15785869,718,France,Female,25,7,0,2,1,0,30380.12,0
15763859,840,France,Female,43,7,0,2,1,0,90908.95,0
15658935,630,Germany,Female,34,9,106937.05,2,1,0,138275.01,0
15747358,643,Germany,Male,59,3,170331.37,1,1,1,32171.79,0
15735203,654,Germany,Female,32,1,114510.85,1,1,1,126143.23,0
15576256,582,France,Male,39,5,0,2,1,1,129892.93,0
15659420,659,Spain,Male,32,3,107594.11,2,1,1,102416.84,0
15593365,762,Spain,Male,39,2,81273.13,1,1,1,18719.67,0
15777352,568,Spain,Female,32,7,169399.6,1,1,0,61936.22,0
15812007,670,Spain,Male,25,6,0,2,1,1,78358.94,0
15625461,613,France,Female,45,1,187841.99,2,1,1,147224.27,0
15739438,539,France,Male,30,0,0,2,1,0,160979.66,0
15611759,850,Spain,Female,57,8,126776.3,2,1,1,132298.49,0
15661629,522,Spain,Male,34,9,126436.29,1,1,0,174248.52,1
15633950,737,France,Male,41,1,101960.74,1,1,1,123547.28,0
15592386,520,France,Male,58,3,0,2,0,1,32790.02,0
15803716,706,Spain,Male,28,3,0,2,0,1,181543.67,0
15696674,643,Germany,Female,45,2,150842.93,1,0,1,2319.96,1
15706365,648,France,Female,50,9,102535.57,1,1,1,189543.19,0
15745088,443,Germany,Female,29,9,99027.61,2,1,0,10940.4,0
15676715,640,France,Male,68,9,0,2,1,1,199493.38,0
15613085,628,Spain,Female,33,3,0,1,1,1,188193.25,0
15633537,540,Germany,Female,42,9,87271.41,2,1,0,172572.64,0
15594720,460,Germany,Female,35,8,102742.91,2,1,1,189339.6,0
15684042,636,Germany,Male,34,2,40105.51,2,0,1,53512.16,0
15583303,593,France,Female,29,2,152265.43,1,1,0,34004.44,0
15611579,801,Spain,Male,42,4,141947.67,1,1,1,10598.29,0
15774696,640,Germany,Female,75,1,106307.91,2,0,1,113428.77,0
15694506,611,Germany,Male,31,0,107884.81,2,1,1,183487.98,0
15688074,802,Germany,Male,31,1,125013.72,1,1,1,187658.09,0
15759537,717,Germany,Male,35,7,58469.37,2,1,1,172459.39,0
15758449,769,France,Female,39,8,0,1,0,1,21016,0
15583456,745,Germany,Male,45,10,117231.63,3,1,1,122381.02,1
15667871,572,Spain,Male,35,4,152390.26,1,1,0,128123.66,0
15677371,629,Spain,Female,30,2,34013.63,1,1,0,19570.63,0
15629677,687,Spain,Female,39,2,0,3,0,0,188150.6,1
15713578,483,France,Female,50,9,0,2,1,1,111020.24,0
15591509,690,France,Male,36,7,101583.11,2,1,0,123775.15,0
15568240,492,Germany,Female,30,10,77168.87,2,0,1,146700.22,0
15622993,709,Germany,Male,28,8,124695.72,2,1,0,145251.35,0
15689294,705,Germany,Male,44,3,105934.96,1,1,0,82463.69,0
15720910,560,France,Female,66,9,0,1,1,1,15928.49,0
15721181,611,Spain,Male,46,6,0,2,1,0,45886.33,0
15776433,730,Spain,Male,62,2,0,2,1,1,186489.95,0
15748936,709,Spain,Female,45,2,0,2,0,1,162922.65,0
15717225,544,France,Female,21,10,161525.96,2,1,0,9262.77,0
15685226,712,Germany,Female,29,7,147199.07,1,1,1,84932.4,0
15785611,752,Germany,Male,38,3,183102.29,1,1,1,71557.12,0
15573456,648,Spain,Male,46,9,127209,2,1,0,77405.95,1
15684548,556,Spain,Male,38,8,0,2,0,0,417.41,1
15620505,594,Spain,Female,24,0,97378.54,1,1,1,71405.17,0
15807432,645,Germany,Female,37,2,136925.09,2,0,1,153400.24,0
15584766,557,France,Male,33,3,54503.55,1,1,1,371.05,0
15612187,547,Germany,Male,32,8,155726.85,1,1,0,67789.99,0
15762218,701,France,Female,39,9,0,2,0,1,145894.9,0
15646372,616,France,Female,66,1,135842.41,1,1,0,183840.51,1
15690452,605,France,Male,52,1,63349.75,1,1,0,108887.44,0
15747795,593,Germany,Female,38,4,129499.42,1,1,1,154071.27,0
15781589,751,Spain,Male,52,8,0,2,0,1,179291.85,0
15732674,443,Spain,Male,36,6,70438.01,2,0,1,56937.43,0
15642291,685,France,Male,23,8,0,2,1,1,112239.03,0
15692761,718,France,Male,36,9,0,1,1,0,45909.87,0
15578045,538,Spain,Female,49,9,141434.04,1,0,0,173779.25,1
15745354,611,Spain,Female,37,4,0,2,1,0,125696.26,0
15701376,668,Germany,Male,37,10,152958.29,2,1,1,159585.61,0
15691625,537,Germany,Female,41,3,138306.34,1,1,0,106761.47,0
15566594,709,Spain,Male,23,10,0,2,0,0,129590.18,0
15760431,850,France,Male,38,1,0,2,1,1,80006.65,0
15686302,745,Spain,Female,31,3,124328.84,1,1,1,140451.52,0
15801559,693,Germany,Female,41,9,181461.48,3,1,1,187929.43,1
15810432,795,Spain,Male,35,8,0,2,1,0,167155.36,0
15809616,626,Spain,Male,26,8,0,2,0,0,191420.71,0
15720559,487,Germany,Female,61,5,110368.03,1,0,0,11384.45,1
15695632,556,France,Female,39,9,89588.35,1,1,1,94898.1,0
15659843,643,France,Female,46,6,0,2,0,0,106781.59,0
15615624,605,France,Female,28,6,0,2,0,0,159508.52,0
15810418,756,Germany,Female,60,3,115924.89,1,1,0,93524.19,1
15716186,586,France,Female,38,2,0,2,1,0,87168.46,0
15674551,535,Germany,Male,40,7,111756.5,1,1,0,8128.32,1
15622834,678,France,Female,35,4,0,1,1,0,125518.32,0
15566111,596,France,Male,39,9,0,1,1,0,48963.59,0
15784597,648,France,Male,26,9,162923.85,1,1,0,98368.24,0
15652883,492,Germany,Male,39,10,124576.65,2,1,0,148584.61,0
15806964,702,France,Male,45,0,80793.58,1,1,1,27474.81,0
15576313,486,Germany,Female,40,9,71340.09,1,1,0,76192.21,0
15806467,568,Germany,Male,40,1,99282.63,1,0,0,134600.94,1
15597602,619,Germany,Male,57,3,137946.39,1,1,1,72467.99,1
15743040,724,Germany,Male,41,2,127892.57,2,0,1,199645.45,0
15705521,548,Germany,Female,33,0,101084.36,1,1,0,42749.85,0
15595039,545,Germany,Female,37,8,114754.08,1,1,0,136050.44,1
15799384,683,France,Male,33,8,0,1,0,0,73564.44,0
15581197,762,France,Female,51,3,99286.98,1,0,1,85578.63,0
15693737,627,Germany,Female,30,4,79871.02,2,1,0,129826.89,0
15624623,516,France,Male,35,10,104088.59,2,0,0,119666,0
15783501,800,France,Female,38,2,168190.33,2,1,0,68052.08,0
15690134,464,Germany,Female,42,3,85679.25,1,1,1,164104.74,0
15782735,626,France,Female,35,3,0,1,0,0,80190.36,0
15611088,790,France,Female,31,9,0,2,1,0,84126.75,0
15672145,534,France,Female,34,7,121551.58,2,1,1,70179,0
15732628,745,France,Male,46,2,122220.19,1,1,1,118024.1,0
15787470,553,Spain,Male,47,3,116528.15,1,0,0,145704.19,1
15803406,748,France,Female,26,1,77780.29,1,0,1,183049.41,0
15730460,722,France,Male,37,2,0,1,0,0,120906.83,0
15644572,501,France,Male,40,4,125832.2,1,1,1,100433.83,0
15694860,675,France,Female,38,6,68065.8,1,0,0,138777,1
15658169,778,Spain,Female,47,6,127299.34,2,1,0,124694.99,0
15794396,494,Germany,Female,38,7,174937.64,1,1,0,40084.32,0
15785798,850,France,Male,40,9,0,2,0,1,119232.33,0
15710825,592,Spain,Male,31,7,110071.1,1,0,0,43921.36,0
15668444,590,Spain,Female,44,3,139432.37,1,1,0,62222.81,0
15726631,758,France,Female,39,6,127357.76,1,0,1,56577,0
15733797,506,France,Male,36,5,0,2,1,0,164253.35,0
15747960,733,France,Male,33,3,0,1,1,1,7666.73,0
15634632,711,France,Male,38,3,0,2,1,0,68487.51,0
15707362,514,Germany,Male,43,1,95556.31,1,0,1,199273.98,1
15662976,637,Spain,Male,37,8,0,1,1,1,186062.36,0
15732778,468,Germany,Male,29,1,111681.98,2,1,1,195711.16,0
15718443,539,France,Male,39,3,0,2,1,0,36692.17,0
15670039,509,Spain,Female,25,3,108738.71,2,1,0,106920.57,0
15773792,662,France,Female,32,4,133950.37,1,1,1,48725.68,1
15613786,818,Spain,Male,26,4,0,2,1,1,167036.94,0
15726032,608,France,Male,33,9,89968.69,1,1,0,68777.26,0
15663252,850,Spain,Female,32,9,0,2,1,1,18924.92,0
15593782,816,Germany,Female,38,5,130878.75,3,1,0,71905.77,1
15633283,536,France,Male,35,8,0,2,1,0,64833.28,0
15749167,753,France,Male,35,3,0,2,1,1,184843.77,0
15759298,631,Spain,Male,27,10,134169.62,1,1,1,176730.02,0
15683625,703,France,Male,37,1,149762.08,1,1,0,20629.4,1
15635367,774,France,Male,26,2,93844.69,1,1,0,28415.36,0
15681705,785,France,Male,28,8,0,2,1,0,77231.27,0
15603156,571,France,Female,33,1,0,2,1,0,102750.7,0
15591986,621,Germany,Male,46,6,141078.37,1,0,0,34580.8,1
15798888,605,Germany,Female,31,1,117992.59,1,1,1,183598.77,0
15809722,611,France,Female,40,8,100812.33,2,1,0,147358.27,0
15677538,569,France,Male,38,7,0,1,1,1,108469.2,0
15797736,658,France,Male,29,4,80262.6,1,1,1,20612.82,0
15695585,788,Spain,Male,34,6,156478.62,1,0,1,181196.76,0
15744398,525,France,Female,23,5,0,2,1,0,160249.1,0
15750658,798,France,Male,37,8,0,3,0,0,110783.28,0
15578186,486,Germany,Male,37,9,115217.99,2,1,0,144995.33,0
15676519,615,Spain,Male,61,9,0,2,1,0,150227.85,1
15637954,730,France,Female,35,0,155470.55,1,1,1,53718.28,0
15758639,641,France,Male,37,7,0,2,1,0,75248.3,0
15613772,542,France,Male,39,3,135096.77,1,1,1,14353.43,1
15731744,692,France,Male,30,2,0,2,0,1,130486.57,0
15807709,714,Germany,Female,55,9,180075.22,1,1,1,100127.71,0
15714689,591,Spain,Male,29,1,97541.24,1,1,1,196356.17,0
15699005,710,France,Female,41,2,156067.05,1,1,1,9983.88,0
15624170,639,France,Female,38,4,81550.94,2,0,1,118974.77,0
15725679,531,France,Female,47,6,0,1,0,0,194998.34,1
15585865,673,France,Female,38,2,170061.92,2,0,0,134901.34,1
15804256,765,Germany,Male,36,8,92310.54,2,1,1,72924.56,0
15662403,622,France,Female,32,6,169089.38,2,1,0,101057.95,0
15733616,806,France,Male,40,5,80613.93,1,1,1,142838.64,0
15591995,757,Germany,Male,26,8,121581.56,2,1,1,127059.04,0
15769110,653,France,Female,46,5,0,2,1,0,49707.85,0
15576094,743,France,Male,71,0,0,2,0,1,29837.65,0
15756150,418,France,Female,39,2,0,2,0,0,9041.71,0
15719579,670,Germany,Female,33,9,84521.48,2,0,1,198017.05,0
15748854,723,Germany,Female,28,5,91938.31,1,1,0,143481.85,0
15612455,549,Germany,Male,45,6,124240.93,1,1,1,146372.51,0
15664802,543,France,Female,42,5,0,2,0,0,101905.34,0
15735687,595,Spain,Male,37,2,157084.99,1,1,0,134767.13,0
15664734,673,Germany,Female,25,3,108244.82,2,1,1,103573.96,0
15767894,741,France,Female,21,9,0,2,0,1,139259.54,0
15666884,508,Germany,Female,41,5,82161.7,2,1,0,187776.49,0
15750156,662,Germany,Male,59,2,104568.41,1,1,0,8059.44,1
15751120,752,France,Female,36,2,119912.46,1,1,0,124354.92,0
15575748,809,France,Male,36,9,68881.59,2,0,1,109135.11,0
15714610,575,Spain,Male,30,2,0,2,1,1,82222.86,0
15720305,591,Spain,Female,40,1,86376.29,1,0,1,136767.16,1
15678129,643,Spain,Female,45,9,150840.03,2,1,0,155516.35,0
15566633,698,Germany,Male,55,8,155059.1,2,1,1,144584.29,0
15680436,496,France,Female,29,4,0,2,1,0,164806.89,0
15674343,597,France,Male,44,8,78128.13,2,0,1,109153.04,0
15658890,603,Germany,Male,46,4,98899.76,2,1,1,86190.34,0
15599004,655,Spain,Male,37,1,0,1,1,1,106040.97,0
15726487,431,France,Male,63,6,160982.89,1,1,1,168008.17,0
15698716,620,France,Female,70,3,87926.24,2,1,0,33350.26,1
15710527,782,France,Female,35,4,0,1,1,1,119565.34,0
15655590,581,Spain,Male,46,2,79385.21,2,0,0,188492.82,0
15732266,553,Germany,Male,53,5,127997.83,1,1,0,165378.66,1
15669326,658,France,Male,44,2,168396.34,1,1,1,14178.73,0
15672246,686,Germany,Male,43,2,134896.03,1,1,1,97847.05,0
15620276,539,Spain,Male,36,6,0,3,1,1,118959.64,0
15640258,685,France,Female,50,6,94238.75,2,1,1,50664.07,1
15740283,850,France,Male,29,1,0,2,0,0,152996.89,0
15759717,763,Spain,Female,39,7,0,2,1,0,19458.75,0
15620268,634,Germany,Male,43,3,212696.32,1,1,0,115268.86,0
15743871,567,France,Male,59,3,0,2,1,0,25843.7,1
15614491,539,France,Male,39,3,139153.68,2,1,0,147662.33,0
15595047,764,France,Male,41,7,0,2,0,0,134878.34,0
15732334,653,France,Female,40,0,0,2,1,0,35795.85,0
15701206,566,Spain,Male,44,5,0,2,1,0,66462.79,0
15581280,714,Germany,Male,29,6,92887.13,1,1,1,69578.49,0
15651943,580,Spain,Female,65,1,0,2,0,1,103182.46,0
15609545,548,France,Male,29,5,83442.98,1,0,1,177017.39,0